id_aluno,id_curso,id_grupo,id_modalidade,id_turno,id_status,curso,grupo,modalidade,turno,status_matricula,dt_matricula,dt_cancelamento,motivo_cancelamento,idade,genero,mensalidade,desconto,mensalidade_paga
1337,44,2,3,2,2,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,EAD,TARDE,CANCELADO,2019-01-01,2020-10-27,INADIMPLENCIA,24,F,911.41,0.23,701.79
1338,53,10,1,3,2,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-02-18,INADIMPLENCIA,23,M,2720.36,0.13,2366.71
1339,17,5,2,2,2,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-09-17,INSATISFACAO,33,F,2208.55,0.49,1126.36
1340,24,6,3,3,3,FILOSOFIA,CIENCIAS HUMANAS,EAD,NOITE,FORMADO,2019-01-01,,,34,M,1338.84,0.15,1138.01
1341,5,7,1,2,4,DESIGN DE INTERIORES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-02-10,,41,M,3579.12,0.55,1610.6
1342,84,9,1,2,3,SISTEMAS PARA INTERNET,TI E COMPUTACAO,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,23,M,4848.21,0.01,4799.73
1343,9,8,1,2,4,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2023-08-13,,23,M,1934.67,0.38,1199.5
1344,22,5,2,1,4,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,MANHA,TRANCADO,2019-01-01,2019-04-06,,42,M,4433.21,0.25,3324.91
1345,19,5,1,3,4,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2022-04-26,,31,F,4316.62,0.3,3021.63
1346,12,5,1,3,3,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,24,F,2154.39,0.29,1529.62
1347,53,10,2,2,4,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2020-02-29,,47,M,4837.26,0.34,3192.59
1348,40,1,1,2,4,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-05-17,,37,M,3610.33,0.15,3068.78
1349,36,1,1,2,1,DIREITO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,48,F,2835.71,0.26,2098.43
1350,45,2,3,3,1,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,EAD,NOITE,MATRICULADO,2019-01-01,,,52,M,3057.85,0.48,1590.08
1351,56,10,1,3,3,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,25,M,1683.82,0.15,1431.25
1352,12,5,1,1,4,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2022-04-24,,47,F,2131.7,0.55,959.26
1353,2,7,1,3,1,DESIGN,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,42,M,2561.58,0.34,1690.64
1354,4,7,2,2,1,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,38,M,1686.53,0.24,1281.76
1355,18,5,1,3,1,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,51,F,3177.72,0.4,1906.63
1356,50,2,1,3,1,RELACOES PUBLICAS,COMUNICACAO E ARTES,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,19,F,3571.25,0.13,3106.99
1357,48,2,1,2,2,PRODUCACAO MULTIMIDIA EM REALIDADE AUMENTADA,COMUNICACAO E ARTES,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2023-01-23,EMPREGO,44,F,4833.14,0.21,3818.18
1358,40,1,2,2,3,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,FORMADO,2019-01-01,,,26,M,4145.19,0.21,3274.7
1359,12,5,1,3,2,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-10-31,INADIMPLENCIA,26,M,4050.41,0.04,3888.39
1360,4,7,3,3,3,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,EAD,NOITE,FORMADO,2019-01-01,,,55,M,2986.62,0.43,1702.37
1361,51,10,1,3,2,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-11-18,INADIMPLENCIA,48,F,873.8,0.47,463.11
1362,45,2,1,3,3,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,54,F,2291.85,0.06,2154.34
1363,22,5,1,2,2,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-09-10,INSATISFACAO,39,M,4313.31,0.21,3407.51
1364,14,5,1,1,1,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,53,F,2125.0,0.37,1338.75
1365,57,10,1,3,1,ENGENHARIA MECANICA,ENGENHARIAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,47,M,4149.68,0.28,2987.77
1366,20,5,1,3,2,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-07-22,INADIMPLENCIA,31,F,3753.2,0.29,2664.77
1367,4,7,1,2,1,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,19,M,2937.93,0.36,1880.28
1368,30,6,3,3,1,MATEMATICA (BACHARELADO),CIENCIAS HUMANAS,EAD,NOITE,MATRICULADO,2019-01-01,,,52,F,1466.96,0.07,1364.27
1369,76,9,1,3,2,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-10-20,EMPREGO,47,M,1427.41,0.47,756.53
1370,32,6,1,3,2,PEDAGOGIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-12-15,EMPREGO,44,F,3138.41,0.16,2636.26
1371,21,5,1,3,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,22,F,4146.07,0.07,3855.85
1372,58,10,2,3,1,ESTATISTICA,ENGENHARIAS,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,20,M,2203.2,0.13,1916.78
1373,87,3,1,3,3,GESTAO DE TURISMO,TURISMO E HOSPITALIDADE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,46,F,3284.56,0.37,2069.27
1374,41,1,1,3,2,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-10-19,INADIMPLENCIA,38,M,1318.16,0.25,988.62
1375,45,2,1,3,2,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-06-06,INADIMPLENCIA,36,F,4363.22,0.06,4101.43
1376,59,10,1,3,2,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-04-12,INSATISFACAO,28,F,817.58,0.56,359.74
1377,11,8,2,1,3,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,SEMIPRESENCIAL,MANHA,FORMADO,2019-01-01,,,53,F,2466.11,0.2,1972.89
1378,73,4,1,3,2,NEGOCIOS IMOBILIARIOS,GESTAO E NEGOCIOS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2019-04-11,INSATISFACAO,48,M,935.9,0.32,636.41
1379,22,5,1,2,4,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2021-03-31,,49,M,2170.16,0.39,1323.8
1380,1,7,1,3,3,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,42,F,4608.93,0.25,3456.7
1381,17,5,1,3,2,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-02-25,EMPREGO,37,F,1474.36,0.48,766.67
1382,28,6,3,3,2,LETRAS - INGLES,CIENCIAS HUMANAS,EAD,NOITE,CANCELADO,2019-01-01,2020-05-24,INADIMPLENCIA,46,M,4251.83,0.58,1785.77
1383,56,10,1,3,2,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-12-10,INSATISFACAO,27,F,2680.75,0.43,1528.03
1384,17,5,1,2,2,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-05-01,DESISTENCIA,40,F,4588.86,0.23,3533.42
1385,53,10,2,3,4,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-04-16,,51,M,2080.26,0.57,894.51
1386,61,4,3,3,3,CIENCIAS CONTABEIS,GESTAO E NEGOCIOS,EAD,NOITE,FORMADO,2019-01-01,,,55,F,3320.35,0.53,1560.56
1387,56,10,1,2,2,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2023-09-03,INADIMPLENCIA,40,M,4220.37,0.31,2912.06
1388,55,10,1,3,1,ENGENHARIA DE PRODUCAO,ENGENHARIAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,53,F,3704.68,0.4,2222.81
1389,50,2,3,3,2,RELACOES PUBLICAS,COMUNICACAO E ARTES,EAD,NOITE,CANCELADO,2019-01-01,2020-07-21,TRANSFERENCIA,18,M,549.69,0.39,335.31
1390,28,6,1,3,2,LETRAS - INGLES,CIENCIAS HUMANAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-04-15,INADIMPLENCIA,48,F,3954.14,0.47,2095.69
1391,47,2,1,2,3,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,41,F,4256.73,0.3,2979.71
1392,50,2,1,1,2,RELACOES PUBLICAS,COMUNICACAO E ARTES,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2023-09-21,INTERCAMBIO,19,M,4947.82,0.11,4403.56
1393,59,10,1,3,2,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-05-09,INADIMPLENCIA,49,M,4194.35,0.49,2139.12
1394,85,3,2,3,1,EVENTOS,TURISMO E HOSPITALIDADE,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,21,F,2338.98,0.1,2105.08
1395,6,7,2,3,4,DESIGN DE MODA,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-08-23,,39,F,1867.44,0.38,1157.81
1396,56,10,2,3,2,ENGENHARIA ELETRICA,ENGENHARIAS,SEMIPRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-02-27,INADIMPLENCIA,50,F,3104.65,0.52,1490.23
1397,47,2,3,3,4,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,EAD,NOITE,TRANCADO,2019-01-01,2020-07-12,,38,M,1370.34,0.57,589.25
1398,86,3,2,3,2,GASTRONOMIA,TURISMO E HOSPITALIDADE,SEMIPRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-08-26,EMPREGO,18,M,2842.56,0.19,2302.47
1399,14,5,1,1,1,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,34,M,1761.76,0.23,1356.56
1400,41,1,3,3,1,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,EAD,NOITE,MATRICULADO,2019-01-01,,,22,M,3610.59,0.47,1913.61
1401,49,2,1,1,1,PUBLICIDADE E PROPAGANDA,COMUNICACAO E ARTES,PRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,42,F,805.17,0.42,467.0
1402,12,5,2,3,2,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-12-01,TRANSFERENCIA,51,M,4973.63,0.18,4078.38
1403,9,8,1,2,3,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,38,M,4021.12,0.31,2774.57
1404,9,8,1,3,2,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-11-30,EMPREGO,55,F,1432.85,0.28,1031.65
1405,58,10,1,2,1,ESTATISTICA,ENGENHARIAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,45,M,2757.78,0.6,1103.11
1406,34,6,1,2,2,QUIMICA,CIENCIAS HUMANAS,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2023-06-26,INSATISFACAO,18,M,3134.53,0.3,2194.17
1407,4,7,1,3,4,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-05-22,,45,F,4407.87,0.34,2909.19
1408,83,9,2,3,4,SISTEMAS DE INFORMACAO,TI E COMPUTACAO,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2020-05-02,,39,M,2860.46,0.45,1573.25
1409,9,8,1,3,2,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-07-30,TRANSFERENCIA,21,F,995.75,0.1,896.18
1410,53,10,2,3,3,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,SEMIPRESENCIAL,NOITE,FORMADO,2019-01-01,,,52,M,3551.3,0.53,1669.11
1411,13,5,1,2,4,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-04-08,,39,M,1629.38,0.23,1254.62
1412,30,6,1,3,3,MATEMATICA (BACHARELADO),CIENCIAS HUMANAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,44,M,4479.46,0.17,3717.95
1413,21,5,1,1,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,FORMADO,2019-01-01,,,55,F,3753.73,0.11,3340.82
1414,42,1,1,1,1,SERVIÇOS NOTARIAIS E REGISTRAIS,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,47,F,985.14,0.12,866.92
1415,75,4,2,3,4,RELACOES INTERNACIONAIS (BACHARELADO),GESTAO E NEGOCIOS,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-09-25,,49,M,1800.11,0.28,1296.08
1416,36,1,1,1,1,DIREITO,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,52,M,4669.21,0.25,3501.91
1417,19,5,1,2,2,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2023-11-09,EMPREGO,20,F,3117.96,0.36,1995.49
1418,87,3,1,2,3,GESTAO DE TURISMO,TURISMO E HOSPITALIDADE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,53,M,4010.86,0.21,3168.58
1419,17,5,3,3,2,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,CANCELADO,2019-01-01,2020-07-11,TRANSFERENCIA,21,F,1717.57,0.38,1064.89
1420,40,1,2,2,2,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-08-08,EMPREGO,19,M,2774.65,0.05,2635.92
1421,26,6,1,3,1,GEOGRAFIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,20,F,4039.5,0.54,1858.17
1422,37,1,3,3,4,MEDIACAO,CIENCIAS JURIDICAS,EAD,NOITE,TRANCADO,2019-01-01,2022-10-27,,19,F,1930.02,0.03,1872.12
1423,9,8,1,2,3,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,28,M,4216.39,0.42,2445.51
1424,59,10,1,1,4,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2021-12-13,,24,M,3308.17,0.3,2315.72
1425,18,5,1,2,2,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-10-20,INADIMPLENCIA,27,M,1328.95,0.29,943.55
1426,37,1,1,2,3,MEDIACAO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,29,M,4892.9,0.41,2886.81
1427,39,1,2,2,1,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,51,M,4258.53,0.26,3151.31
1428,18,5,1,2,2,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2023-06-30,INADIMPLENCIA,41,M,2306.72,0.28,1660.84
1429,43,1,1,3,1,SERVIÇOS PENAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,45,M,1839.63,0.4,1103.78
1430,85,3,1,3,2,EVENTOS,TURISMO E HOSPITALIDADE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-02-22,EMPREGO,18,F,1541.79,0.38,955.91
1431,56,10,1,2,4,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2023-03-02,,31,F,599.79,0.09,545.81
1432,6,7,1,2,1,DESIGN DE MODA,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,27,F,3284.09,0.12,2890.0
1433,78,9,2,1,4,CIENCIA DA COMPUTACAO,TI E COMPUTACAO,SEMIPRESENCIAL,MANHA,TRANCADO,2019-01-01,2019-05-27,,24,M,1549.07,0.06,1456.13
1434,38,1,2,3,1,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,46,F,4696.34,0.16,3944.93
1435,20,5,3,2,4,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,TARDE,TRANCADO,2019-01-01,2023-12-18,,45,F,2276.31,0.27,1661.71
1436,59,10,1,2,3,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,51,F,3277.85,0.28,2360.05
1437,51,10,1,1,2,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2020-02-08,DESISTENCIA,50,M,4505.6,0.09,4100.1
1438,13,5,1,1,2,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2019-06-22,EMPREGO,24,F,4509.26,0.39,2750.65
1439,46,2,1,3,4,JORNALISMO,COMUNICACAO E ARTES,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-12-28,,38,F,1161.36,0.06,1091.68
1440,45,2,1,2,3,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,33,M,2940.44,0.43,1676.05
1441,24,6,1,3,2,FILOSOFIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-08-29,TRANSFERENCIA,50,M,4209.22,0.53,1978.33
1442,9,8,1,2,3,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,51,F,2086.77,0.59,855.58
1443,44,2,2,3,3,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,SEMIPRESENCIAL,NOITE,FORMADO,2019-01-01,,,20,M,3209.04,0.4,1925.42
1444,6,7,1,2,2,DESIGN DE MODA,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2021-09-18,INADIMPLENCIA,29,F,4939.23,0.23,3803.21
1445,47,2,1,3,2,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-12-28,EMPREGO,32,M,3693.59,0.19,2991.81
1446,39,1,3,2,3,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,EAD,TARDE,FORMADO,2019-01-01,,,55,M,4915.77,0.41,2900.3
1447,14,5,2,1,1,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,31,F,4645.41,0.15,3948.6
1448,85,3,2,1,4,EVENTOS,TURISMO E HOSPITALIDADE,SEMIPRESENCIAL,MANHA,TRANCADO,2019-01-01,2023-09-25,,42,M,734.88,0.03,712.83
1449,2,7,1,2,3,DESIGN,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,46,M,3609.78,0.03,3501.49
1450,12,5,3,2,2,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,TARDE,CANCELADO,2019-01-01,2021-06-19,TRANSFERENCIA,39,F,4034.52,0.25,3025.89
1451,44,2,1,3,1,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,41,F,3255.88,0.18,2669.82
1452,43,1,1,3,2,SERVIÇOS PENAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-10-23,EMPREGO,25,M,1602.77,0.18,1314.27
1453,39,1,1,3,2,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-01-28,EMPREGO,52,F,2145.93,0.16,1802.58
1454,54,10,1,3,3,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,27,M,3194.61,0.08,2939.04
1455,71,4,1,3,2,MARKETING (TECNOLOGO),GESTAO E NEGOCIOS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-06-14,EMPREGO,27,F,4661.58,0.48,2424.02
1456,14,5,1,3,1,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,23,F,3842.73,0.14,3304.75
1457,17,5,1,2,3,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,42,M,583.29,0.27,425.8
1458,76,9,1,2,4,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2020-12-12,,40,M,2664.66,0.2,2131.73
1459,9,8,1,2,1,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,18,M,1373.31,0.27,1002.52
1460,38,1,1,3,3,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,18,M,540.17,0.53,253.88
1461,12,5,1,2,2,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-12-10,INSATISFACAO,29,F,3853.98,0.16,3237.34
1462,45,2,2,3,3,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,SEMIPRESENCIAL,NOITE,FORMADO,2019-01-01,,,37,F,1692.92,0.33,1134.26
1463,50,2,1,3,2,RELACOES PUBLICAS,COMUNICACAO E ARTES,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2022-05-17,INADIMPLENCIA,25,F,4031.82,0.35,2620.68
1464,86,3,1,1,4,GASTRONOMIA,TURISMO E HOSPITALIDADE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2023-05-11,,52,M,839.92,0.15,713.93
1465,55,10,2,3,3,ENGENHARIA DE PRODUCAO,ENGENHARIAS,SEMIPRESENCIAL,NOITE,FORMADO,2019-01-01,,,52,M,689.37,0.55,310.22
1466,43,1,2,2,4,SERVIÇOS PENAIS,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-11-14,,36,F,3386.84,0.06,3183.63
1467,12,5,1,1,4,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2023-11-14,,22,F,3457.91,0.27,2524.27
1468,44,2,1,3,4,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-04-26,,21,M,2521.55,0.55,1134.7
1469,13,5,1,3,3,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,43,M,3311.05,0.27,2417.07
1470,67,4,1,2,3,GESTAO FINANCEIRA,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,54,M,4599.1,0.2,3679.28
1471,64,4,1,3,4,GESTAO DA QUALIDADE,GESTAO E NEGOCIOS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-12-12,,32,M,1017.91,0.19,824.51
1472,13,5,3,3,3,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,FORMADO,2019-01-01,,,44,F,2981.56,0.06,2802.67
1473,45,2,2,2,1,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,SEMIPRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,32,M,4020.81,0.23,3096.02
1474,1,7,2,2,4,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-07-08,,31,M,2163.38,0.04,2076.84
1475,9,8,1,2,4,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2023-12-21,,43,M,3427.41,0.2,2741.93
